customerID,risk_score,top_risk_drivers
7590-VHVEG,61.86,tenure; TotalCharges; InternetService Fiber optic
4987-GQWPO,16.38,InternetService Fiber optic; PaymentMethod Electronic check; tenure
3755-JBMNH,48.97,InternetService Fiber optic; Contract Two year; PaymentMethod Electronic check
1757-TCATG,5.15,InternetService Fiber optic; tenure; Contract One year
6345-ULYRW,14.11,Contract One year; tenure; TotalCharges
4776-XSKYQ,11.67,InternetService Fiber optic; Contract One year; PaymentMethod Electronic check
8048-DSDFQ,24.19,tenure; TotalCharges; InternetService Fiber optic
5753-QQWPW,7.94,InternetService Fiber optic; Contract One year; tenure
6010-DDPPW,4.86,Contract Two year; tenure; InternetService Fiber optic
1809-DMJHQ,29.3,tenure; InternetService Fiber optic; TotalCharges
6693-FRIRW,29.18,InternetService Fiber optic; MonthlyCharges; PaymentMethod Electronic check
6586-MYGKD,5.91,Contract Two year; tenure; InternetService Fiber optic
3173-NVMPX,16.05,InternetService Fiber optic; tenure; MonthlyCharges
0248-PGHBZ,7.03,Contract Two year; tenure; TotalCharges
0623-GDISB,43.83,tenure; TotalCharges; InternetService Fiber optic
2892-GESUL,5.19,Contract Two year; InternetService Fiber optic; TechSupport No internet service
6923-EFPNL,44.81,tenure; TotalCharges; InternetService Fiber optic
7472-EQOAV,9.11,tenure; Contract One year; TotalCharges
9574-RKJIF,31.49,PaymentMethod Electronic check; InternetService Fiber optic; OnlineSecurity Yes
2043-WVTQJ,42.46,tenure; TotalCharges; InternetService Fiber optic
8034-RYTVV,9.78,tenure; Contract One year; TotalCharges
3863-QSTYI,9.12,tenure; InternetService Fiber optic; TotalCharges
2619-WFQWU,81.78,tenure; TotalCharges; InternetService Fiber optic
5044-LRQAQ,50.88,tenure; InternetService Fiber optic; PaymentMethod Electronic check
1716-LSAMB,6.18,Contract Two year; tenure; InternetService Fiber optic
1333-PBMXB,5.22,tenure; InternetService Fiber optic; Contract One year
6546-OPBBH,5.12,tenure; InternetService Fiber optic; Contract One year
5985-BEHZK,15.53,tenure; Contract One year; TotalCharges
9127-QRZMH,6.55,tenure; InternetService Fiber optic; Contract One year
5919-VCZYM,9.0,tenure; InternetService Fiber optic; TotalCharges
9644-KVCNC,14.26,tenure; Contract One year; TotalCharges
2137-DQMEV,7.27,tenure; InternetService Fiber optic; Contract One year
8174-LNWMW,5.11,Contract Two year; InternetService Fiber optic; tenure
9279-CJEOJ,47.15,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
7964-VEXDG,27.58,PaymentMethod Electronic check; InternetService Fiber optic; OnlineSecurity Yes
2404-JIBFC,5.27,Contract Two year; tenure; InternetService Fiber optic
0778-NELLA,30.05,InternetService Fiber optic; tenure; PaymentMethod Electronic check
8029-XYPWT,6.31,Contract Two year; tenure; TotalCharges
4614-NUVZD,85.95,tenure; TotalCharges; InternetService Fiber optic
4632-PAOYU,5.05,InternetService Fiber optic; Contract One year; tenure
3803-KMQFW,41.63,tenure; TotalCharges; InternetService Fiber optic
6804-GDMOI,17.97,Contract Two year; tenure; InternetService Fiber optic
2990-OGYTD,5.28,Contract Two year; tenure; InternetService Fiber optic
6646-JPPHA,29.03,OnlineSecurity Yes; InternetService Fiber optic; PaymentMethod Electronic check
9572-MTILT,22.87,tenure; PaymentMethod Electronic check; InternetService Fiber optic
7658-UYUQS,25.7,InternetService Fiber optic; PaymentMethod Electronic check; tenure
7880-XSOJX,29.62,tenure; TotalCharges; InternetService Fiber optic
9611-CTWIH,81.68,tenure; InternetService Fiber optic; TotalCharges
4589-IUAJB,4.83,Contract Two year; tenure; InternetService Fiber optic
0329-GTIAJ,76.16,tenure; InternetService Fiber optic; TotalCharges
8746-BFOAJ,5.38,InternetService Fiber optic; Contract One year; tenure
8457-XIGKN,6.66,InternetService Fiber optic; OnlineSecurity No internet service; PaymentMethod Electronic check
6072-NUQCB,5.24,InternetService Fiber optic; Contract One year; tenure
6629-CZTTH,58.71,tenure; TotalCharges; InternetService Fiber optic
8838-GPHZP,4.95,Contract Two year; tenure; InternetService Fiber optic
8750-QWZAJ,4.86,Contract Two year; tenure; InternetService Fiber optic
5364-EVNIB,62.88,InternetService Fiber optic; PaymentMethod Electronic check; tenure
6918-UMQCG,68.21,tenure; InternetService Fiber optic; TotalCharges
0675-NCDYU,5.37,Contract Two year; tenure; TotalCharges
6339-DKLMK,27.47,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
1346-PJWTK,11.02,tenure; TotalCharges; InternetService Fiber optic
5088-QZLRL,20.92,tenure; TotalCharges; InternetService Fiber optic
8023-QHAIO,18.3,tenure; InternetService Fiber optic; TotalCharges
4397-FRLTA,9.29,tenure; InternetService Fiber optic; OnlineSecurity No internet service
3057-VJJQE,5.89,Contract Two year; tenure; InternetService Fiber optic
5087-SUURX,35.03,PaymentMethod Electronic check; InternetService Fiber optic; Contract Two year
2302-OUZXB,5.68,Contract Two year; tenure; InternetService Fiber optic
8133-ANHHJ,10.91,tenure; Contract One year; TotalCharges
2270-CHBFN,12.98,tenure; InternetService Fiber optic; OnlineSecurity Yes
0013-EXCHZ,76.64,tenure; InternetService Fiber optic; TotalCharges
5982-FPVQN,37.47,InternetService Fiber optic; tenure; PaymentMethod Electronic check
9107-UKCKY,12.37,tenure; InternetService Fiber optic; PaymentMethod Electronic check
4654-ULTTN,5.57,Contract Two year; tenure; InternetService Fiber optic
5550-VFRLC,86.42,tenure; TotalCharges; InternetService Fiber optic
5546-BYZSM,5.73,InternetService Fiber optic; tenure; OnlineSecurity No internet service
1492-KGETH,9.11,tenure; InternetService Fiber optic; Contract Two year
4929-BSTRX,59.64,tenure; TotalCharges; InternetService Fiber optic
4163-HFTUK,5.25,InternetService Fiber optic; tenure; Contract One year
8215-NGSPE,4.87,Contract Two year; InternetService Fiber optic; tenure
2225-ZRGSG,13.12,tenure; Contract Two year; MonthlyCharges
8859-YSTWS,5.26,tenure; InternetService Fiber optic; Contract One year
5271-YNWVR,6.42,Contract Two year; tenure; TotalCharges
7601-DHFWZ,5.34,Contract Two year; InternetService Fiber optic; tenure
2657-ALMWY,38.99,InternetService Fiber optic; PaymentMethod Electronic check; tenure
6330-JKLPC,66.56,InternetService Fiber optic; tenure; TotalCharges
4667-OHGKG,20.42,tenure; TotalCharges; InternetService Fiber optic
1998-VHJHK,5.18,InternetService Fiber optic; tenure; Contract One year
1707-HABPF,14.52,tenure; Contract One year; TotalCharges
1660-HSOOQ,59.62,tenure; TotalCharges; InternetService Fiber optic
7253-UVNDW,10.69,Contract Two year; tenure; InternetService Fiber optic
0487-VVUVK,7.12,InternetService Fiber optic; tenure; Contract Two year
7228-OMTPN,79.47,tenure; InternetService Fiber optic; TotalCharges
5063-IUOKK,5.79,Contract Two year; InternetService Fiber optic; OnlineSecurity No internet service
4508-OEBEY,7.87,InternetService Fiber optic; tenure; Contract One year
0027-KWYKW,48.05,InternetService Fiber optic; PaymentMethod Electronic check; tenure
2308-STERM,8.36,tenure; InternetService Fiber optic; TotalCharges
5982-XMDEX,4.94,Contract Two year; tenure; InternetService Fiber optic
6284-AHOOQ,30.11,InternetService Fiber optic; PaymentMethod Electronic check; TechSupport Yes
6051-PTVNS,5.28,tenure; InternetService Fiber optic; Contract One year
2344-JMOGN,73.97,tenure; InternetService Fiber optic; MonthlyCharges
3799-ISUZQ,55.09,tenure; InternetService Fiber optic; Contract Two year
2877-VDUER,8.17,InternetService Fiber optic; tenure; Contract One year
9152-AMKAK,12.69,Contract Two year; tenure; InternetService Fiber optic
1794-HBQTJ,46.59,tenure; TotalCharges; InternetService Fiber optic
9432-VOFYX,46.8,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
8049-WJCLQ,15.12,InternetService Fiber optic; MonthlyCharges; tenure
6586-PSJOX,10.09,InternetService Fiber optic; Contract One year; MonthlyCharges
2460-FPSYH,29.91,PaymentMethod Electronic check; InternetService Fiber optic; tenure
9705-ZJBCG,8.31,InternetService Fiber optic; Contract One year; OnlineSecurity Yes
4818-DRBQT,25.67,InternetService Fiber optic; tenure; PaymentMethod Electronic check
1320-HTRDR,78.52,tenure; InternetService Fiber optic; TotalCharges
6847-KJLTS,27.48,tenure; TotalCharges; InternetService Fiber optic
9670-BPNXF,6.75,tenure; InternetService Fiber optic; Contract One year
3913-FCUUW,5.28,Contract Two year; tenure; InternetService Fiber optic
3301-VKTGC,9.12,tenure; Contract One year; TotalCharges
1493-AMTIE,29.86,tenure; TotalCharges; InternetService Fiber optic
9555-SAHUZ,10.63,InternetService Fiber optic; PaymentMethod Electronic check; tenure
0816-TSPHQ,8.55,tenure; InternetService Fiber optic; TotalCharges
9932-WBWIK,8.64,InternetService Fiber optic; OnlineSecurity No internet service; TechSupport No internet service
4619-EVPHY,26.02,Contract One year; InternetService Fiber optic; PaymentMethod Electronic check
5286-YHCVC,12.32,Contract Two year; tenure; InternetService Fiber optic
6424-ELEYH,78.57,tenure; InternetService Fiber optic; TotalCharges
4391-RESHN,37.3,InternetService Fiber optic; MonthlyCharges; Contract Two year
9115-YQHGA,10.85,InternetService Fiber optic; tenure; PaymentMethod Electronic check
4462-CYWMH,20.25,tenure; TotalCharges; InternetService Fiber optic
8963-MQVYN,7.47,InternetService Fiber optic; PaymentMethod Electronic check; OnlineSecurity No internet service
2458-EOMRE,12.78,InternetService Fiber optic; MonthlyCharges; OnlineSecurity Yes
9334-GWGOW,76.06,tenure; InternetService Fiber optic; PaymentMethod Electronic check
6821-BUXUX,65.11,InternetService Fiber optic; tenure; MonthlyCharges
5028-HTLJB,52.31,tenure; TotalCharges; SeniorCitizen
9801-GDWGV,46.17,InternetService Fiber optic; PaymentMethod Electronic check; tenure
6542-LWGXJ,50.31,tenure; TotalCharges; InternetService Fiber optic
5567-GZKQY,4.97,Contract Two year; tenure; InternetService Fiber optic
1222-LRYKO,9.14,InternetService Fiber optic; tenure; OnlineSecurity No internet service
2320-JRSDE,63.12,tenure; TotalCharges; InternetService Fiber optic
2087-QAREY,11.58,InternetService Fiber optic; MonthlyCharges; PaymentMethod Electronic check
0601-WZHJF,26.22,InternetService Fiber optic; PaymentMethod Electronic check; PaperlessBilling Yes
4423-JWZJN,11.37,tenure; Contract One year; TotalCharges
5143-WMWOG,45.8,tenure; TotalCharges; PaymentMethod Electronic check
6490-FGZAT,8.11,InternetService Fiber optic; tenure; OnlineSecurity No internet service
5393-RXQSZ,83.1,tenure; TotalCharges; InternetService Fiber optic
7452-FOLON,6.62,tenure; InternetService Fiber optic; Contract One year
2320-TZRRH,5.23,InternetService Fiber optic; Contract One year; tenure
0231-LXVAP,69.96,tenure; TotalCharges; TechSupport Yes
9444-JTXHZ,80.7,tenure; TotalCharges; InternetService Fiber optic
4942-VZZOM,7.17,tenure; InternetService Fiber optic; Contract One year
5510-BOIUJ,27.37,tenure; TotalCharges; InternetService Fiber optic
7502-BNYGS,11.37,InternetService Fiber optic; tenure; TotalCharges
4291-HYEBC,20.91,InternetService Fiber optic; PaymentMethod Electronic check; Contract One year
6147-CBCRA,6.84,InternetService Fiber optic; tenure; Contract Two year
6047-SUHPR,9.66,InternetService Fiber optic; PaymentMethod Electronic check; Contract One year
4471-KXAUH,33.78,PaymentMethod Electronic check; InternetService Fiber optic; tenure
9752-ZNQUT,52.74,tenure; TotalCharges; InternetService Fiber optic
7638-QVMVY,76.13,tenure; InternetService Fiber optic; PaymentMethod Electronic check
1576-PFZIW,7.41,Contract Two year; tenure; TotalCharges
5666-MBJPT,4.97,Contract Two year; tenure; InternetService Fiber optic
7312-XSBAT,39.53,tenure; TotalCharges; InternetService Fiber optic
3096-GKWEB,60.41,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
2371-JQHZZ,53.79,InternetService Fiber optic; PaymentMethod Electronic check; tenure
0674-GCDXG,5.49,Contract Two year; tenure; InternetService Fiber optic
1121-QSIVB,10.13,InternetService Fiber optic; tenure; Contract One year
4396-KLSEH,7.71,InternetService Fiber optic; OnlineSecurity No internet service; tenure
3244-DCJWY,84.21,tenure; TotalCharges; InternetService Fiber optic
2824-MYYBN,46.73,InternetService Fiber optic; PaymentMethod Electronic check; tenure
0875-CABNR,68.24,tenure; InternetService Fiber optic; MonthlyCharges
6345-HOVES,15.8,tenure; InternetService Fiber optic; PaymentMethod Electronic check
8318-LCNBW,8.4,tenure; InternetService Fiber optic; Contract One year
6469-QJKZW,8.87,InternetService Fiber optic; tenure; OnlineSecurity No internet service
0147-ESWWR,39.88,InternetService Fiber optic; tenure; PaymentMethod Electronic check
1217-VASWC,17.11,Contract One year; tenure; InternetService Fiber optic
7812-FZHPE,17.82,InternetService Fiber optic; TotalCharges; Contract Two year
6370-ZVHDV,4.84,Contract Two year; tenure; InternetService Fiber optic
5915-DGNVC,9.38,InternetService Fiber optic; tenure; PaymentMethod Electronic check
6260-XLACS,7.0,tenure; Contract One year; InternetService Fiber optic
3566-CAAYU,8.04,Contract Two year; tenure; PaymentMethod Electronic check
4983-CCWMC,57.47,tenure; InternetService Fiber optic; TotalCharges
9103-CXVOK,19.33,tenure; TotalCharges; InternetService Fiber optic
2896-TBNBE,16.0,Contract One year; PaymentMethod Electronic check; tenure
4797-AXPXK,48.21,tenure; TotalCharges; InternetService Fiber optic
5229-PRWKT,79.82,tenure; InternetService Fiber optic; MonthlyCharges
6982-UQZLY,68.62,tenure; TotalCharges; SeniorCitizen
2522-WLNSF,8.14,tenure; InternetService Fiber optic; Contract One year
3841-CONLJ,73.98,tenure; TotalCharges; PaymentMethod Electronic check
5057-LCOUI,21.9,InternetService Fiber optic; tenure; PaymentMethod Electronic check
0193-ESZXP,19.9,tenure; InternetService Fiber optic; MonthlyCharges
4475-NVTLU,4.97,Contract Two year; InternetService Fiber optic; tenure
4369-HTUIF,67.66,tenure; InternetService Fiber optic; OnlineSecurity Yes
9386-LDCZR,9.2,tenure; Contract One year; TotalCharges
9585-KKMFD,5.0,Contract Two year; InternetService Fiber optic; tenure
5399-ZIMKF,66.52,tenure; InternetService Fiber optic; PaymentMethod Electronic check
0336-KXKFK,5.24,Contract Two year; tenure; InternetService Fiber optic
5619-XZZKR,6.36,tenure; Contract One year; InternetService Fiber optic
3948-FVVRP,12.17,InternetService Fiber optic; tenure; MonthlyCharges
5327-XOKKY,6.72,Contract Two year; tenure; InternetService Fiber optic
0983-TATYJ,7.33,InternetService Fiber optic; tenure; Contract One year
1813-JYWTO,6.29,Contract Two year; tenure; TotalCharges
0156-FVPTA,16.71,InternetService Fiber optic; PaymentMethod Electronic check; TechSupport Yes
1984-FCOWB,24.12,tenure; PaymentMethod Electronic check; InternetService Fiber optic
0654-HMSHN,51.38,InternetService Fiber optic; PaymentMethod Electronic check; MonthlyCharges
6719-OXYBR,47.16,InternetService Fiber optic; PaymentMethod Electronic check; PaperlessBilling Yes
3312-ZWLGF,34.06,InternetService Fiber optic; PaymentMethod Electronic check; tenure
6476-YHMGA,11.37,InternetService Fiber optic; TechSupport Yes; Contract Two year
5287-QWLKY,21.81,tenure; TotalCharges; InternetService Fiber optic
0795-XCCTE,4.9,Contract Two year; tenure; InternetService Fiber optic
0168-XZKBB,59.13,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
3785-NRHYR,28.95,tenure; TotalCharges; InternetService Fiber optic
5196-SGOAK,83.07,tenure; TotalCharges; InternetService Fiber optic
4537-DKTAL,53.5,tenure; TotalCharges; InternetService Fiber optic
7072-MBHEV,57.51,InternetService Fiber optic; tenure; Contract Two year
5602-BVFMK,5.87,InternetService Fiber optic; Contract One year; OnlineSecurity No internet service
6297-NOOPG,8.69,Contract Two year; tenure; TotalCharges
1891-UAWWU,46.78,PaymentMethod Electronic check; InternetService Fiber optic; Contract Two year
8204-TIFGJ,6.18,InternetService Fiber optic; tenure; OnlineSecurity No internet service
8050-DVOJX,7.12,Contract Two year; tenure; InternetService Fiber optic
6108-OQZDQ,84.11,tenure; InternetService Fiber optic; TotalCharges
0363-QJVFX,19.76,InternetService Fiber optic; tenure; OnlineSecurity Yes
8903-XEBGX,49.02,tenure; TotalCharges; InternetService Fiber optic
8169-SAEJD,6.31,Contract Two year; tenure; InternetService Fiber optic
9840-DVNDC,69.05,tenure; InternetService Fiber optic; TotalCharges
1089-XZWHH,5.38,Contract Two year; InternetService Fiber optic; tenure
2325-WINES,19.85,Contract One year; tenure; InternetService Fiber optic
6064-ZATLR,6.36,Contract Two year; InternetService Fiber optic; tenure
3096-JRDSO,37.91,InternetService Fiber optic; MonthlyCharges; Contract Two year
7824-PANSQ,13.03,tenure; TotalCharges; InternetService Fiber optic
8042-JVNFH,81.62,tenure; TotalCharges; InternetService Fiber optic
9648-BCHKM,6.53,Contract Two year; InternetService Fiber optic; OnlineSecurity No internet service
2888-ADFAO,4.89,Contract Two year; InternetService Fiber optic; tenure
8707-HOEDG,7.99,Contract Two year; tenure; TotalCharges
3374-LXDEV,52.42,InternetService Fiber optic; tenure; PaymentMethod Electronic check
4072-IPYLT,8.78,InternetService Fiber optic; tenure; TotalCharges
7167-PCEYD,5.15,Contract Two year; tenure; InternetService Fiber optic
4936-YPJNK,7.5,InternetService Fiber optic; OnlineSecurity No internet service; TechSupport No internet service
1580-BMCMR,38.38,InternetService Fiber optic; OnlineSecurity Yes; PaymentMethod Electronic check
4817-KEQSP,5.04,Contract Two year; tenure; InternetService Fiber optic
6408-WHTEF,5.0,Contract Two year; tenure; InternetService Fiber optic
9251-AWQGT,4.87,Contract Two year; InternetService Fiber optic; tenure
8749-CLJXC,25.96,tenure; TotalCharges; InternetService Fiber optic
7989-VCQOH,13.03,InternetService Fiber optic; PaymentMethod Electronic check; TechSupport Yes
5049-GLYVG,14.97,tenure; TotalCharges; InternetService Fiber optic
4199-QHJNM,8.94,Contract Two year; tenure; TotalCharges
8882-TLVRW,5.37,Contract Two year; tenure; InternetService Fiber optic
5883-GTGVD,60.6,InternetService Fiber optic; PaymentMethod Electronic check; MonthlyCharges
5135-GRQJV,5.56,Contract Two year; tenure; TotalCharges
2384-OVPSA,5.01,Contract Two year; tenure; InternetService Fiber optic
1371-WEPDS,12.57,InternetService Fiber optic; Contract One year; tenure
3580-GICBM,4.92,Contract Two year; tenure; InternetService Fiber optic
4817-QRJSX,70.0,tenure; InternetService Fiber optic; TotalCharges
9730-DRTMJ,7.05,InternetService Fiber optic; tenure; Contract One year
4686-UXDML,39.86,InternetService Fiber optic; PaymentMethod Electronic check; MonthlyCharges
3349-ANQNH,26.6,tenure; Contract One year; TotalCharges
2398-YPMUR,62.07,InternetService Fiber optic; PaymentMethod Electronic check; tenure
0932-YIXYU,4.96,Contract Two year; tenure; InternetService Fiber optic
7480-SPLEF,4.96,Contract Two year; tenure; InternetService Fiber optic
7636-XUHWW,8.9,tenure; InternetService Fiber optic; TotalCharges
1431-CYWMH,6.25,InternetService Fiber optic; tenure; OnlineSecurity No internet service
5937-EORGB,52.64,OnlineSecurity Yes; InternetService Fiber optic; PaymentMethod Electronic check
6349-JDHQP,5.26,Contract Two year; InternetService Fiber optic; tenure
5539-HIVAK,6.21,tenure; InternetService Fiber optic; DeviceProtection No internet service
5847-MXBEO,5.08,InternetService Fiber optic; Contract One year; tenure
9985-MWVIX,81.78,tenure; TotalCharges; InternetService Fiber optic
4583-PARNH,49.69,InternetService Fiber optic; TechSupport Yes; tenure
1116-FRYVH,5.44,Contract Two year; tenure; InternetService Fiber optic
1421-HCERK,18.62,tenure; InternetService Fiber optic; OnlineSecurity Yes
9633-XQABV,68.9,tenure; InternetService Fiber optic; TotalCharges
0716-BQNDX,8.6,Contract Two year; tenure; TotalCharges
1265-XTECC,16.51,tenure; Contract One year; TotalCharges
1183-CANVH,7.5,InternetService Fiber optic; tenure; Contract One year
1972-XMUWV,6.19,Contract Two year; tenure; InternetService Fiber optic
8679-LZBMD,17.35,Contract One year; tenure; InternetService Fiber optic
3407-JMJQQ,7.25,Contract Two year; tenure; OnlineSecurity Yes
6252-DFGTK,6.62,tenure; InternetService Fiber optic; Contract One year
1539-LNKHM,7.52,InternetService Fiber optic; OnlineSecurity No internet service; TechSupport No internet service
8645-KOMJQ,5.46,Contract Two year; tenure; InternetService Fiber optic
0289-IVARM,10.64,InternetService Fiber optic; tenure; PaymentMethod Electronic check
9761-XUJWD,20.6,tenure; InternetService Fiber optic; MonthlyCharges
4057-FKCZK,8.88,Contract Two year; tenure; TotalCharges
4291-TPNFG,5.03,Contract Two year; tenure; InternetService Fiber optic
6087-YPWHO,5.17,Contract Two year; tenure; InternetService Fiber optic
3090-QFUVD,10.42,tenure; TotalCharges; InternetService Fiber optic
2237-ZFSMY,25.16,PaymentMethod Electronic check; InternetService Fiber optic; tenure
1722-LDZJS,5.16,InternetService Fiber optic; tenure; Contract One year
1818-ESQMW,28.37,tenure; InternetService Fiber optic; PaymentMethod Electronic check
4871-JTKJF,86.66,tenure; TotalCharges; InternetService Fiber optic
1415-YFWLT,87.2,tenure; TotalCharges; InternetService Fiber optic
7401-RUBNK,29.89,InternetService Fiber optic; PaymentMethod Electronic check; OnlineSecurity Yes
0506-YLVKJ,4.98,Contract Two year; InternetService Fiber optic; tenure
8661-BOYNW,5.22,Contract Two year; tenure; InternetService Fiber optic
6711-VTNRE,27.4,tenure; InternetService Fiber optic; PaymentMethod Electronic check
4815-GBTCD,57.01,tenure; TotalCharges; InternetService Fiber optic
2805-AUFQN,5.53,Contract Two year; InternetService Fiber optic; tenure
0980-PVMRC,17.76,InternetService Fiber optic; PaymentMethod Electronic check; tenure
7233-DRTRF,36.67,tenure; TotalCharges; InternetService Fiber optic
3500-RMZLT,59.31,InternetService Fiber optic; tenure; MonthlyCharges
3873-NFTGI,16.67,InternetService Fiber optic; MonthlyCharges; PaymentMethod Electronic check
1162-ECVII,8.47,Contract Two year; tenure; TotalCharges
7048-GXDAY,30.89,OnlineSecurity Yes; InternetService Fiber optic; PaymentMethod Electronic check
8571-ZCMCX,6.09,Contract Two year; InternetService Fiber optic; tenure
1169-WCVAK,17.37,InternetService Fiber optic; OnlineSecurity Yes; PaymentMethod Electronic check
4548-SDBKE,82.03,tenure; InternetService Fiber optic; TotalCharges
8066-POXGX,41.76,PaymentMethod Electronic check; InternetService Fiber optic; Contract Two year
7129-CAKJW,29.17,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
8695-ARGXZ,48.05,InternetService Fiber optic; PaymentMethod Electronic check; tenure
3570-YUEKJ,14.92,InternetService Fiber optic; tenure; PaymentMethod Electronic check
4143-OOBWZ,79.81,tenure; InternetService Fiber optic; TotalCharges
1555-HAPSU,4.81,Contract Two year; tenure; InternetService Fiber optic
1697-NVVGY,14.23,InternetService Fiber optic; SeniorCitizen; PaymentMethod Electronic check
7854-EKTJL,11.93,InternetService Fiber optic; tenure; TotalCharges
8464-EETCQ,6.93,Contract Two year; InternetService Fiber optic; tenure
2419-FSORS,9.76,Contract Two year; tenure; TotalCharges
8132-YPVBX,65.68,tenure; InternetService Fiber optic; MonthlyCharges
9102-IAYHT,61.36,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
6754-LZUKA,5.62,Contract Two year; tenure; InternetService Fiber optic
3422-LYEPQ,82.92,tenure; TotalCharges; InternetService Fiber optic
8099-MZPUJ,8.39,Contract Two year; InternetService Fiber optic; tenure
0787-LHDYT,8.49,InternetService Fiber optic; OnlineSecurity No internet service; DeviceProtection No internet service
2642-DTVCO,81.35,tenure; InternetService Fiber optic; MonthlyCharges
0374-IOEGQ,48.97,tenure; TotalCharges; InternetService Fiber optic
4361-JEIVL,59.09,tenure; TotalCharges; InternetService Fiber optic
3197-NNYNB,9.77,Contract Two year; tenure; TotalCharges
3396-DKDEL,5.66,Contract Two year; tenure; TotalCharges
1752-OZXFY,6.82,tenure; InternetService Fiber optic; Contract One year
9066-QRSDU,5.75,tenure; InternetService Fiber optic; Contract One year
9112-WSNPU,36.8,InternetService Fiber optic; PaymentMethod Electronic check; tenure
9867-NNXLC,6.37,InternetService Fiber optic; tenure; OnlineSecurity No internet service
5321-NTRKC,6.19,Contract Two year; tenure; InternetService Fiber optic
1363-TXLSL,84.51,tenure; TotalCharges; InternetService Fiber optic
9507-EXLTT,84.66,tenure; TotalCharges; InternetService Fiber optic
3161-GETRM,26.92,tenure; InternetService Fiber optic; PaymentMethod Electronic check
0402-OAMEN,4.82,Contract Two year; tenure; InternetService Fiber optic
6933-VLYFX,9.13,InternetService Fiber optic; PaymentMethod Electronic check; tenure
6754-WKSHP,8.82,InternetService Fiber optic; tenure; Contract One year
9846-GKXAS,75.41,tenure; InternetService Fiber optic; MonthlyCharges
6017-PPLPX,51.67,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
4976-LNFVV,18.21,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
5055-MGMGF,20.92,tenure; TotalCharges; OnlineSecurity Yes
4641-FROLU,5.3,Contract Two year; InternetService Fiber optic; tenure
2862-JVEOY,5.94,InternetService Fiber optic; Contract One year; tenure
2969-QWUBZ,64.84,tenure; TotalCharges; InternetService Fiber optic
9822-BIIGN,9.03,InternetService Fiber optic; tenure; PaymentMethod Electronic check
2077-MPJQO,76.42,tenure; InternetService Fiber optic; PaymentMethod Electronic check
1534-OULXE,6.56,tenure; InternetService Fiber optic; Contract One year
7136-RVDTZ,31.82,PaymentMethod Electronic check; tenure; Contract One year
2971-SGAFL,22.87,InternetService Fiber optic; OnlineSecurity Yes; PaymentMethod Electronic check
1480-IVEVR,13.33,Contract One year; tenure; InternetService Fiber optic
2905-KFQUV,62.63,tenure; TotalCharges; InternetService Fiber optic
4581-SSPWD,78.39,tenure; InternetService Fiber optic; TotalCharges
3370-HXOPH,73.94,tenure; InternetService Fiber optic; TotalCharges
9391-YZEJW,17.37,tenure; Contract One year; TotalCharges
9958-MEKUC,5.84,Contract Two year; tenure; TotalCharges
0281-CNTZX,4.99,Contract Two year; tenure; InternetService Fiber optic
6927-WTFIV,32.97,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
4118-CEVPF,17.07,tenure; Contract One year; InternetService Fiber optic
3398-ZOUAA,49.08,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
9114-VEPUF,13.47,tenure; Contract One year; OnlineSecurity Yes
7876-BEUTG,20.42,InternetService Fiber optic; PaymentMethod Electronic check; MonthlyCharges
2338-BQEZT,9.92,tenure; InternetService Fiber optic; TotalCharges
9873-MNDKV,20.37,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
0378-NHQXU,54.37,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
8241-JUIQO,5.61,tenure; InternetService Fiber optic; Contract One year
2194-IIQOF,5.07,Contract Two year; tenure; InternetService Fiber optic
4512-ZUIYL,67.21,tenure; TotalCharges; InternetService Fiber optic
9631-RXVJM,5.77,Contract Two year; tenure; InternetService Fiber optic
9584-EXCDZ,26.56,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
7969-AULMZ,58.9,InternetService Fiber optic; PaymentMethod Electronic check; MonthlyCharges
5093-FEGLU,5.09,Contract Two year; tenure; InternetService Fiber optic
2621-UDNLU,10.5,tenure; InternetService Fiber optic; TotalCharges
7526-IVLYU,8.85,tenure; InternetService Fiber optic; OnlineSecurity No internet service
2428-HYUNX,5.08,Contract Two year; InternetService Fiber optic; tenure
9214-EKVXR,52.68,tenure; TotalCharges; InternetService Fiber optic
3410-MHHUM,20.51,Contract One year; PaymentMethod Electronic check; tenure
0568-ONFPC,38.6,tenure; TotalCharges; InternetService Fiber optic
0733-VUNUW,10.55,InternetService Fiber optic; tenure; MonthlyCharges
4550-EVXNY,85.41,tenure; TotalCharges; InternetService Fiber optic
2122-YWVYA,33.6,InternetService Fiber optic; OnlineSecurity Yes; PaymentMethod Electronic check
2968-SSGAA,82.8,tenure; InternetService Fiber optic; MonthlyCharges
